Race ID,Chamber,State,Congressional District,Year,R-D Victory Margin,Incumbent Running?,Geography,District PVI,Population\Square-Mile,Share African-American,Share Asian,Share College Educated,Share Hispanic,Share Non-Hispanic White,Unopposed D?,Unopposed R?,Vote Share of Last D Presidential Candidate,Vote Share of Last R House Candidate
H2008FL23,House,FL,23,2008,-64.38,Democrat,Extremely Urban,-29,190.14,0.559411287,0.017,0.166,0.185714245,0.264794988,0,0,0.7567,0.0
H2008FL24,House,FL,24,2008,-16.09,Republican,Extremely Urban,3,403.79,0.08696124,0.036000000000000004,0.28800000000000003,0.14415127,0.72872438,0,0,0.4476,0.5794
H2008FL25,House,FL,25,2008,6.1,Republican,Extremely Urban,4,149.79,0.103204049,0.027000000000000003,0.245,0.692664266,0.167994831,0,0,0.4371,0.5847
H2008GA01,House,GA,01,2008,33.04,Republican,,14,55.21,0.25289911,0.012,0.193,0.048388071,0.68014802,0,0,0.3363,0.685
H2008GA02,House,GA,02,2008,-37.9,Democrat,,-2,58.09,0.48924005,0.01,0.145,0.028422896,0.47878583,0,0,0.4979,0.3213
H2008GA03,House,GA,03,2008,31.39,Republican,,19,153.14,0.24518480899999998,0.023,0.249,0.038679003999999996,0.694363891,0,0,0.2941,0.6765
H2008GA04,House,GA,04,2008,-100.0,Democrat,Extremely Urban,-22,1910.75,0.561488509,0.048,0.294,0.15808802800000002,0.244536623,1,0,0.7144,0.2463
H2008GA05,House,GA,05,2008,-100.0,Democrat,Extremely Urban,-25,2564.77,0.514069319,0.035,0.44799999999999995,0.076285139,0.399031846,1,0,0.7423,0.0
H2008GA06,House,GA,06,2008,36.96,Republican,Extremely Urban,19,924.68,0.099735826,0.071,0.529,0.092847005,0.727375167,0,0,0.2955,0.7239
H2008GA07,House,GA,07,2008,24.06,Republican,Extremely Urban,19,647.7,0.218022883,0.086,0.336,0.106741011,0.57451524,0,0,0.2999,0.7091
H2008GA08,House,GA,08,2008,-14.48,Democrat,,8,87.81,0.342812061,0.013999999999999999,0.18,0.038641639,0.607042437,0,0,0.3885,0.4945
H2008GA09,House,GA,09,2008,51.02,Republican,Quite Rural,24,145.31,0.039797582000000005,0.018000000000000002,0.21,0.130539581,0.833600102,0,0,0.2299,0.7663
H2008GA10,House,GA,10,2008,21.46,Republican,Quite Rural,14,106.88,0.19529075899999998,0.023,0.253,0.049430549000000004,0.732846618,0,0,0.3485,0.6736
H2008GA11,House,GA,11,2008,36.38,Republican,Quite Urban,18,233.85,0.15163368,0.02,0.251,0.077980004,0.749302895,0,0,0.2878,0.7106
H2008GA12,House,GA,12,2008,-32.0,Democrat,,-2,72.74,0.451243788,0.018000000000000002,0.162,0.030287812999999997,0.52753236,0,0,0.4943,0.49700000000000005
H2008GA13,House,GA,13,2008,-38.1,Democrat,Extremely Urban,-10,1101.85,0.553589463,0.037000000000000005,0.261,0.11469107099999999,0.301192677,0,0,0.6005,0.3076
H2008HI01,House,HI,01,2008,-53.15,Democrat,Extremely Urban,-7,3178.7,0.047619052,0.6409999999999999,0.325,0.062207215,0.18281749600000002,0,0,0.5273,0.3066
H2008HI02,House,HI,02,2008,-51.05,Democrat,Quite Urban,-10,97.05,0.025479781,0.457,0.263,0.10649964199999999,0.32624517,0,0,0.5598,0.3897
H2008IA01,House,IA,01,2008,-28.4,Democrat,,-5,81.1,0.047094643,0.013999999999999999,0.235,0.026506659,0.9142991159999999,0,0,0.5327,0.4331
H2008IA02,House,IA,02,2008,-17.66,Democrat,,-7,77.35,0.033868722999999996,0.023,0.27899999999999997,0.036803998,0.9021242429999999,0,0,0.5578,0.4863
H2008IA03,House,IA,03,2008,-13.83,Democrat,Quite Urban,-1,83.86,0.042099780999999996,0.025,0.27899999999999997,0.04949314900000001,0.8814192129999999,0,0,0.5001,0.4659
H2008IA04,House,IA,04,2008,20.58,Republican,Quite Rural,0,37.14,0.01487162,0.017,0.242,0.036779277,0.931309576,0,0,0.4881,0.5725
H2008IA05,House,IA,05,2008,21.83,Republican,Quite Rural,8,31.89,0.013333481999999999,0.011000000000000001,0.18600000000000003,0.05366569400000001,0.9188323970000001,0,0,0.3965,0.5851
H2008ID01,House,ID,01,2008,-1.22,Republican,,19,16.41,0.00928718,0.016,0.235,0.092600316,0.878861427,0,0,0.3062,0.4994
H2008ID02,House,ID,02,2008,42.08,Republican,,23,14.93,0.009068038,0.019,0.252,0.109238423,0.852032728,0,0,0.3074,0.6202
H2008IL01,House,IL,01,2008,-71.74,Democrat,Extremely Urban,-35,6680.77,0.64393568,0.017,0.22,0.08420068,0.28362705899999996,0,0,0.8312,0.1562
H2008IL02,House,IL,02,2008,-78.82,Democrat,Extremely Urban,-35,3540.12,0.687938213,0.006,0.20800000000000002,0.12201152,0.192242971,0,0,0.8403,0.11699999999999999
H2008IL03,House,IL,03,2008,-51.91,Democrat,Extremely Urban,-10,5250.18,0.068985879,0.04,0.237,0.322692275,0.593167809,0,0,0.5906,0.2282
H2008IL04,House,IL,04,2008,-69.12,Democrat,Extremely Urban,-31,16700.23,0.064799905,0.034,0.218,0.7228437659999999,0.238922073,0,0,0.792,0.1396
H2008IL05,House,IL,05,2008,-51.9,Democrat,Extremely Urban,-18,11469.5,0.040467538,0.07,0.39899999999999997,0.280638486,0.643956834,0,0,0.6703,0.2203
H2008IL06,House,IL,06,2008,15.14,Republican,Extremely Urban,3,3062.58,0.039576985,0.107,0.37799999999999995,0.172559112,0.701382388,0,0,0.466,0.5137
H2008IL07,House,IL,07,2008,-70.04,Democrat,Extremely Urban,-35,11599.77,0.5445365910000001,0.063,0.401,0.089702234,0.362821381,0,0,0.8344,0.1318
H2008IL08,House,IL,08,2008,-21.44,Democrat,Extremely Urban,5,1057.89,0.047610715,0.083,0.364,0.158104569,0.7289867729999999,0,0,0.4427,0.4369
H2008IL09,House,IL,09,2008,-52.67,Democrat,Extremely Urban,-20,8677.11,0.10908342900000001,0.145,0.444,0.12261492,0.631601591,0,0,0.6836,0.2545
H2008IL10,House,IL,10,2008,5.12,Republican,Extremely Urban,-4,2619.2,0.049927078,0.087,0.512,0.152083382,0.725045355,0,0,0.5276,0.5347
H2008IL11,House,IL,11,2008,-23.92,Republican,Quite Urban,1,154.13,0.09183201199999999,0.015,0.218,0.10677442,0.808907728,0,0,0.4635,0.5514
H2008IL12,House,IL,12,2008,-46.45,Democrat,Quite Urban,-5,147.72,0.173793316,0.013000000000000001,0.207,0.022479488,0.790796387,0,0,0.5212,0.0
H2008IL13,House,IL,13,2008,9.9,Republican,Extremely Urban,5,1843.6,0.067189947,0.1,0.46,0.09870775,0.741805198,0,0,0.4476,0.5836
H2008IL14,House,IL,14,2008,-15.5,Democrat,Extremely Urban,5,229.22,0.05736601400000001,0.035,0.305,0.229071587,0.700859327,0,0,0.4416,0.5975
H2008IL15,House,IL,15,2008,28.38,Republican,,6,64.89,0.070303164,0.034,0.26899999999999996,0.030034784,0.856713779,0,0,0.4105,0.5751
H2008IL16,House,IL,16,2008,24.79,Republican,Quite Urban,4,159.49,0.063723609,0.023,0.243,0.097878546,0.834111397,0,0,0.4427,0.6651
H2008IL17,House,IL,17,2008,-100.0,Democrat,Quite Urban,-5,80.5,0.08903107,0.011000000000000001,0.177,0.045259513,0.8628643140000001,1,0,0.5162,0.4279
H2008IL18,House,IL,18,2008,20.94,Open Seat,,5,79.85,0.08086618799999999,0.018000000000000002,0.245,0.02310151,0.885492442,0,0,0.4192,0.6741
H2008IL19,House,IL,19,2008,31.08,Republican,Quite Rural,8,56.75,0.044620965,0.01,0.207,0.016301118,0.930365323,0,0,0.39,0.6065
H2008IN01,House,IN,01,2008,-43.72,Democrat,Extremely Urban,-8,305.77,0.195265889,0.015,0.19699999999999998,0.121364407,0.6868219259999999,0,0,0.5567,0.2687
H2008IN02,House,IN,02,2008,-36.86,Democrat,Quite Urban,4,183.68,0.09853752,0.013000000000000001,0.192,0.073522173,0.834796423,0,0,0.4356,0.4607
H2008IN03,House,IN,03,2008,15.34,Republican,,16,208.49,0.065184817,0.015,0.218,0.063411035,0.865937776,0,0,0.3154,0.5437
H2008IN04,House,IN,04,2008,19.74,Republican,,17,168.21,0.033719555,0.025,0.266,0.041184284,0.8981740290000001,0,0,0.3029,0.6245
H2008IN05,House,IN,05,2008,31.1,Republican,Quite Urban,20,206.84,0.045598868,0.026000000000000002,0.35100000000000003,0.026641007999999997,0.8988519890000001,0,0,0.2828,0.6485
H2008IN06,House,IN,06,2008,30.57,Republican,,11,121.73,0.044132337,0.01,0.16899999999999998,0.017507413,0.924753105,0,0,0.3556,0.602
H2008IN07,House,IN,07,2008,-30.16,Democrat,Extremely Urban,-9,2583.74,0.327479929,0.019,0.228,0.08105264599999999,0.574914803,0,0,0.5835,0.4629
H2008IN08,House,IN,08,2008,-29.48,Democrat,,9,95.94,0.045004215,0.012,0.17800000000000002,0.013201121000000001,0.92486326,0,0,0.3804,0.3898
H2008IN09,House,IN,09,2008,-19.36,Democrat,Quite Rural,7,102.32,0.03226459,0.015,0.19699999999999998,0.020976335,0.922659955,0,0,0.4063,0.4556
H2008KS01,House,KS,01,2008,68.61,Republican,Quite Rural,20,11.71,0.025678396000000003,0.011000000000000001,0.2,0.133244559,0.836021297,0,0,0.2687,0.7865
H2008KS02,House,KS,02,2008,4.4,Democrat,,7,47.55,0.061262354000000005,0.016,0.268,0.045801479000000006,0.866430684,0,0,0.4002,0.4715
H2008KS03,House,KS,03,2008,-16.78,Democrat,Extremely Urban,4,864.39,0.095688745,0.039,0.435,0.09218724800000001,0.770205545,0,0,0.4468,0.3383
H2008KS04,House,KS,04,2008,31.03,Republican,Quite Urban,12,70.52,0.081169717,0.034,0.255,0.08804939699999999,0.7900374579999999,0,0,0.3491,0.6369
H2008KY01,House,KY,01,2008,28.7,Republican,Extremely Rural,10,57.66,0.079347968,0.006,0.139,0.01983271,0.899601755,0,0,0.3619,0.5986
H2008KY02,House,KY,02,2008,5.14,Open Seat,Quite Rural,13,88.97,0.062733985,0.009000000000000001,0.163,0.025459028999999998,0.896059149,0,0,0.3454,0.5549
H2008KY03,House,KY,03,2008,-18.74,Democrat,Extremely Urban,-2,1838.25,0.213554561,0.024,0.29,0.029542792999999998,0.736155753,0,0,0.5102,0.4818
H2008KY04,House,KY,04,2008,26.06,Republican,,12,118.62,0.032570742,0.011000000000000001,0.22,0.018600598,0.9361937579999999,0,0,0.3628,0.5154
H2008KY05,House,KY,05,2008,100.0,Republican,Extremely Rural,8,63.1,0.015246255,0.002,0.115,0.0059,0.965362706,0,1,0.3904,0.7378
H2008KY06,House,KY,06,2008,-29.32,Democrat,Quite Urban,7,179.32,0.088679269,0.018000000000000002,0.285,0.032608129,0.853177058,0,0,0.4137,0.0
H2008LA01,House,LA,01,2008,31.36,Republican,Quite Urban,18,265.76,0.165773094,0.021,0.29,0.061248396,0.7514708809999999,0,0,0.2876,0.8812
H2008LA02,House,LA,02,2008,2.71,Democrat,Extremely Urban,-28,2400.88,0.589703798,0.039,0.21899999999999997,0.052799143,0.32536078399999996,0,0,0.7576,0.0
H2008LA03,House,LA,03,2008,-100.0,Democrat,Quite Urban,5,91.05,0.283184052,0.013999999999999999,0.134,0.028694127000000003,0.669721016,1,0,0.4148,0.4032
H2008LA04,House,LA,04,2008,0.38,Open Seat,,7,59.31,0.34623006,0.013000000000000001,0.185,0.029358457999999997,0.61920401,0,0,0.40399999999999997,0.5742
H2008LA05,House,LA,05,2008,100.0,Republican,Quite Rural,10,46.35,0.349032402,0.008,0.171,0.017800115,0.636310865,0,1,0.3737,0.6828
H2008LA06,House,LA,06,2008,7.83,Democrat,Quite Urban,7,207.53,0.353752375,0.019,0.267,0.025131362999999997,0.6087188570000001,0,0,0.4053,0.8281
H2008LA07,House,LA,07,2008,27.55,Republican,Quite Urban,7,101.86,0.267575711,0.01,0.18899999999999997,0.01905835,0.7146912209999999,0,0,0.3961,0.7071
H2008MA01,House,MA,01,2008,-43.81,Democrat,Quite Urban,-15,204.6,0.027237296,0.028999999999999998,0.29100000000000004,0.07344225,0.875845779,0,0,0.6406,0.0
H2008MA02,House,MA,02,2008,-100.0,Democrat,Extremely Urban,-11,688.39,0.069156408,0.017,0.28,0.118752703,0.804794507,1,0,0.5993,0.0
H2008MA03,House,MA,03,2008,-100.0,Democrat,Extremely Urban,-11,1092.23,0.041534892999999996,0.055999999999999994,0.369,0.074848518,0.8195256590000001,1,0,0.5971,0.0
H2008MA04,House,MA,04,2008,-40.36,Democrat,Extremely Urban,-17,867.16,0.039524537,0.054000000000000006,0.39899999999999997,0.046005650999999995,0.8555626620000001,0,0,0.6612,0.0
H2008MA05,House,MA,05,2008,-100.0,Democrat,Extremely Urban,-9,1122.98,0.033288768999999996,0.086,0.38,0.13946104,0.752448222,1,0,0.5797,0.0
H2008MA06,House,MA,06,2008,-38.79,Democrat,Extremely Urban,-10,1325.3,0.035012074,0.03,0.40700000000000003,0.058434382,0.866415965,0,0,0.5859,0.3002
H2008MA07,House,MA,07,2008,-47.91,Democrat,Extremely Urban,-18,3724.75,0.058845729000000006,0.08800000000000001,0.446,0.076822951,0.754507534,0,0,0.6659999999999999,0.0
H2008MA08,House,MA,08,2008,-100.0,Democrat,Extremely Urban,-31,15590.25,0.25254336,0.092,0.465,0.17166958699999998,0.515841794,1,0,0.8045,0.0
H2008MA09,House,MA,09,2008,-100.0,Democrat,Extremely Urban,-15,2025.24,0.137402713,0.055,0.396,0.06133353,0.741757187,1,0,0.6384,0.2175
H2008MA10,House,MA,10,2008,-100.0,Democrat,Extremely Urban,-8,680.65,0.027122509,0.042,0.396,0.017950378,0.894258876,1,0,0.5621,0.2952
H2008MD01,House,MD,01,2008,-0.79,Open Seat,,10,181.23,0.122057468,0.025,0.312,0.024015076,0.827667168,0,0,0.3681,0.6859
H2008MD02,House,MD,02,2008,-47.05,Democrat,Extremely Urban,-8,1865.27,0.33705645799999995,0.034,0.243,0.031499013,0.592322496,0,0,0.5489,0.2969
H2008MD03,House,MD,03,2008,-39.58,Democrat,Extremely Urban,-7,2261.6,0.200508863,0.052000000000000005,0.424,0.050197855,0.6818893779999999,0,0,0.5441,0.3257
H2008MD04,House,MD,04,2008,-72.98,Democrat,Extremely Urban,-30,2100.45,0.567206085,0.077,0.359,0.121041939,0.22340136800000002,0,0,0.789,0.1773
H2008MD05,House,MD,05,2008,-49.68,Democrat,Quite Urban,-9,440.13,0.370493412,0.047,0.324,0.067529708,0.507548904,0,0,0.5787,0.0
H2008MD06,House,MD,06,2008,18.97,Republican,,13,216.2,0.07351896200000001,0.026000000000000002,0.29,0.033132352000000004,0.867555165,0,0,0.3457,0.5885
H2008MD07,House,MD,07,2008,-60.92,Democrat,Extremely Urban,-25,2249.99,0.585757613,0.064,0.33799999999999997,0.02532088,0.335589058,0,0,0.7342,0.0
H2008MD08,House,MD,08,2008,-53.39,Democrat,Extremely Urban,-20,2228.71,0.183599636,0.14,0.557,0.166383013,0.49633308299999995,0,0,0.6953,0.2115
H2008ME01,House,ME,01,2008,-9.8,Open Seat,Quite Rural,-6,180.31,0.015937665,0.015,0.322,0.013429336000000002,0.9524715690000001,0,0,0.5608,0.3141
H2008ME02,House,ME,02,2008,-34.88,Democrat,Extremely Rural,-4,23.33,0.011963768999999999,0.009000000000000001,0.207,0.007869852,0.95872677,0,0,0.5297,0.2951
H2008MI01,House,MI,01,2008,-32.3,Democrat,Extremely Rural,2,26.62,0.015190104,0.008,0.18600000000000003,0.011162016,0.935841116,0,0,0.4607,0.2798
H2008MI02,House,MI,02,2008,27.55,Republican,,9,123.5,0.050946672,0.015,0.21100000000000002,0.064507112,0.87858973,0,0,0.3932,0.6647
H2008MI03,House,MI,03,2008,25.74,Republican,Quite Urban,9,357.31,0.091880932,0.021,0.278,0.08217318400000001,0.818552288,0,0,0.4033,0.6309
H2008MI04,House,MI,04,2008,26.26,Republican,Quite Rural,3,88.92,0.029897187000000002,0.013000000000000001,0.212,0.028358106,0.92211823,0,0,0.4457,0.6058
H2008MI05,House,MI,05,2008,-43.4,Democrat,Quite Urban,-12,377.76,0.186876774,0.011000000000000001,0.17600000000000002,0.037193133999999996,0.768285076,0,0,0.5918,0.2523
H2008MI06,House,MI,06,2008,20.3,Republican,,2,198.89,0.094518289,0.016,0.24,0.046138599999999995,0.848384713,0,0,0.4665,0.6057
H2008MI07,House,MI,07,2008,-2.31,Republican,,2,154.25,0.066974767,0.017,0.223,0.035902515,0.883118065,0,0,0.4525,0.5053
H2008MI08,House,MI,08,2008,16.3,Republican,Quite Urban,2,294.0,0.055339350999999995,0.026000000000000002,0.32,0.037022192,0.869471317,0,0,0.4574,0.5525
H2008MI09,House,MI,09,2008,-9.45,Republican,Extremely Urban,0,2128.17,0.11007513099999999,0.08199999999999999,0.47600000000000003,0.036938544,0.771577983,0,0,0.4915,0.5153
H2008MI10,House,MI,10,2008,35.13,Republican,,4,186.66,0.028315112000000003,0.023,0.21100000000000002,0.026624272,0.921635671,0,0,0.4319,0.6622
H2008MI11,House,MI,11,2008,6.04,Republican,Extremely Urban,1,1662.35,0.088066757,0.055999999999999994,0.336,0.033015706,0.8273095859999999,0,0,0.4715,0.5415
H2008MI12,House,MI,12,2008,-48.2,Democrat,Extremely Urban,-13,4133.01,0.198426932,0.033,0.226,0.017248664,0.744407005,0,0,0.6071,0.2611
H2008MI13,House,MI,13,2008,-55.05,Democrat,Extremely Urban,-32,6129.17,0.61006248,0.021,0.156,0.097474635,0.30144691,0,0,0.8073,0.0
H2008MI14,House,MI,14,2008,-100.0,Democrat,Extremely Urban,-33,5400.3,0.6146572229999999,0.024,0.162,0.022541812,0.35229538,1,0,0.8257,0.1505
H2008MI15,House,MI,15,2008,-45.75,Democrat,Extremely Urban,-13,689.28,0.14581582,0.047,0.297,0.036367275,0.772508083,0,0,0.6178,0.0
H2008MN01,House,MN,01,2008,-29.57,Democrat,,1,46.16,0.018874165,0.026000000000000002,0.248,0.040045176,0.913586903,0,0,0.4816,0.4718
H2008MN02,House,MN,02,2008,14.74,Republican,Quite Urban,3,202.6,0.03642530000000001,0.045,0.36,0.039596148,0.8813855290000001,0,0,0.4547,0.5622
H2008MN03,House,MN,03,2008,7.63,Open Seat,Extremely Urban,1,1315.0,0.07668958599999999,0.063,0.434,0.036753722,0.826358535,0,0,0.4853,0.6492
H2008MN04,House,MN,04,2008,-37.13,Democrat,Extremely Urban,-13,3046.34,0.09808686400000001,0.09300000000000001,0.373,0.065881886,0.7511359320000001,0,0,0.6249,0.3029
H2008MN05,House,MN,05,2008,-48.88,Democrat,Extremely Urban,-21,4962.76,0.15606159,0.06,0.409,0.088121295,0.7118747120000001,0,0,0.7190000000000001,0.2137
H2008MN06,House,MN,06,2008,2.98,Republican,,5,199.62,0.021471447999999997,0.033,0.292,0.016710799,0.920248869,0,0,0.4273,0.5005
H2008MN07,House,MN,07,2008,-44.53,Democrat,Extremely Rural,6,19.34,0.009115667,0.008,0.19699999999999998,0.034098132999999996,0.927301477,0,0,0.4371,0.2904
H2008MN08,House,MN,08,2008,-35.54,Democrat,Quite Rural,-4,22.29,0.010642736000000002,0.009000000000000001,0.20800000000000002,0.011101083000000001,0.942736389,0,0,0.5332,0.3441
H2008MO01,House,MO,01,2008,-100.0,Democrat,Extremely Urban,-26,2863.08,0.558127999,0.022000000000000002,0.254,0.021126867999999997,0.417638688,1,0,0.752,0.2471
H2008MO02,House,MO,02,2008,26.87,Republican,Extremely Urban,9,498.23,0.032872096,0.035,0.419,0.021782767,0.9063351559999999,0,0,0.39899999999999997,0.6137
H2008MO03,House,MO,03,2008,-35.96,Democrat,Extremely Urban,-8,498.52,0.098706797,0.027000000000000003,0.284,0.024619006000000002,0.856858219,0,0,0.5693,0.3174
H2008MO04,House,MO,04,2008,-31.82,Democrat,Quite Rural,11,42.74,0.035336189,0.008,0.17800000000000002,0.028492987,0.913832665,0,0,0.3543,0.294
H2008MO05,House,MO,05,2008,-28.74,Democrat,Extremely Urban,-12,1215.38,0.252899766,0.021,0.262,0.080980524,0.6559086479999999,0,0,0.5959,0.3224
H2008MO06,House,MO,06,2008,22.57,Republican,,5,47.7,0.038821258,0.015,0.252,0.034701592999999996,0.896719974,0,0,0.4249,0.6162
H2008MO07,House,MO,07,2008,39.6,Republican,,14,113.45,0.020116208,0.012,0.22,0.038588323,0.913682766,0,0,0.3251,0.6675
H2008MO08,House,MO,08,2008,45.28,Republican,Quite Rural,11,33.28,0.054104875999999996,0.008,0.14400000000000002,0.012826647,0.91970593,0,0,0.3606,0.7164
H2008MO09,House,MO,09,2008,2.5,Open Seat,Quite Rural,7,44.64,0.048238643,0.013000000000000001,0.23600000000000002,0.015204115,0.917840434,0,0,0.4093,0.6145
H2008MS01,House,MS,01,2008,-10.59,Democrat,Quite Rural,10,62.31,0.28338998600000004,0.004,0.17300000000000001,0.020105533000000002,0.7060642,0,0,0.3723,0.6602
H2008MS02,House,MS,02,2008,-38.1,Democrat,,-10,52.2,0.667721748,0.006999999999999999,0.184,0.011499773000000001,0.33734870899999997,0,0,0.5948,0.3589
H2008MS03,House,MS,03,2008,25.08,Open Seat,Quite Rural,13,54.0,0.349585652,0.009000000000000001,0.23199999999999998,0.015912963000000002,0.629618214,0,0,0.3436,0.7767
H2008MS04,House,MS,04,2008,-49.08,Democrat,,16,81.74,0.243214995,0.018000000000000002,0.188,0.027306812000000003,0.72473835,0,0,0.3129,0.2009
H2008MT00,House,MT,00,2008,31.72,Republican,,11,6.2,0.009175796,0.005199540999999999,0.27899999999999997,0.027436397999999997,0.899897108,0,0,0.395,0.5902
H2008NC01,House,NC,01,2008,-40.56,Democrat,Quite Rural,-9,86.01,0.506160378,0.006,0.13,0.040591433999999996,0.455932315,0,0,0.5749,0.0
H2008NC02,House,NC,02,2008,-35.66,Democrat,Quite Rural,3,156.52,0.298564345,0.012,0.18600000000000003,0.109639056,0.592446169,0,0,0.457,0.3347
H2008NC03,House,NC,03,2008,31.8,Republican,,15,100.0,0.1749551,0.018000000000000002,0.228,0.054059472000000004,0.7519822540000001,0,0,0.3202,0.6864
H2008NC04,House,NC,04,2008,-26.64,Democrat,Quite Urban,-6,494.05,0.19799119199999998,0.069,0.524,0.078802817,0.654929657,0,0,0.5552,0.3501
H2008NC05,House,NC,05,2008,16.74,Republican,Quite Rural,15,140.66,0.079227209,0.012,0.22899999999999998,0.060493693,0.855247945,0,0,0.33399999999999996,0.5716
H2008NC06,House,NC,06,2008,34.0,Republican,Quite Rural,17,210.33,0.10073854800000001,0.018000000000000002,0.256,0.06708499799999999,0.820544739,0,0,0.3029,0.7083
H2008NC07,House,NC,07,2008,-37.68,Democrat,Quite Rural,3,101.72,0.22019940600000001,0.011000000000000001,0.217,0.059626251,0.655519681,0,0,0.4388,0.272
H2008NC08,House,NC,08,2008,-10.76,Republican,Quite Urban,3,188.61,0.294984818,0.02,0.19699999999999998,0.09136866800000001,0.58383803,0,0,0.455,0.5014
H2008NC09,House,NC,09,2008,26.48,Republican,Quite Urban,12,625.05,0.145630479,0.036000000000000004,0.396,0.075390145,0.743864457,0,0,0.3641,0.6653
H2008NC10,House,NC,10,2008,15.1,Republican,Quite Rural,15,187.51,0.09590683900000001,0.019,0.174,0.057502597999999995,0.8473488000000001,0,0,0.3286,0.618
H2008NC11,House,NC,11,2008,-26.13,Democrat,Quite Rural,7,102.77,0.052560098,0.01,0.248,0.04403276,0.887800156,0,0,0.4278,0.4621
H2008NC12,House,NC,12,2008,-43.12,Democrat,Extremely Urban,-11,753.78,0.455358624,0.032,0.235,0.101594135,0.42396137700000003,0,0,0.6276,0.3299
H2008NC13,House,NC,13,2008,-31.86,Democrat,Quite Urban,-2,274.49,0.29024183800000003,0.025,0.302,0.091034636,0.5972312479999999,0,0,0.526,0.3629
H2008ND00,House,ND,00,2008,-23.94,Democrat,,13,9.31,0.012750393,0.005615073000000001,0.263,0.01767534,0.9100206609999999,0,0,0.3609,0.3435
H2008NE01,House,NE,01,2008,40.72,Republican,,11,47.72,0.023655796,0.023,0.27899999999999997,0.05895387,0.8891333690000001,0,0,0.3618,0.5835
H2008NE02,House,NE,02,2008,3.86,Republican,Extremely Urban,9,1389.44,0.11009429400000001,0.03,0.353,0.090564966,0.776231122,0,0,0.39,0.5466
H2008NE03,House,NE,03,2008,53.74,Republican,Quite Rural,24,8.84,0.006347894000000001,0.008,0.19399999999999998,0.08009896400000001,0.899735974,0,0,0.2406,0.5464
H2008NH01,House,NH,01,2008,-5.89,Democrat,,0,252.21,0.016629476,0.022000000000000002,0.32899999999999996,0.024988836,0.93673546,0,0,0.4883,0.4864
H2008NH02,House,NH,02,2008,-15.0,Democrat,Quite Rural,-3,94.83,0.012398336000000001,0.023,0.32799999999999996,0.026073238,0.934424384,0,0,0.5253,0.4561
H2008NJ01,House,NJ,01,2008,-46.45,Democrat,Extremely Urban,-14,1933.33,0.18692973300000001,0.039,0.25,0.106028564,0.683286388,0,0,0.6059,0.0
H2008NJ02,House,NJ,02,2008,19.97,Republican,Quite Urban,-4,326.62,0.155287683,0.037000000000000005,0.21899999999999997,0.127944291,0.6964450179999999,0,0,0.4958,0.6184
H2008NJ03,House,NJ,03,2008,-4.16,Open Seat,Extremely Urban,-3,699.25,0.100994825,0.04,0.319,0.049919192,0.805188177,0,0,0.4874,0.5841
H2008NJ04,House,NJ,04,2008,33.58,Republican,Extremely Urban,1,900.5,0.099984065,0.039,0.29600000000000004,0.102667391,0.7659985020000001,0,0,0.4378,0.6568
H2008NJ05,House,NJ,05,2008,13.47,Republican,Quite Urban,4,588.94,0.024580069,0.107,0.433,0.071156174,0.814847497,0,0,0.4261,0.551
H2008NJ06,House,NJ,06,2008,-35.34,Democrat,Extremely Urban,-12,3296.61,0.16448178900000002,0.124,0.34299999999999997,0.155643523,0.56683996,0,0,0.5677,0.304
H2008NJ07,House,NJ,07,2008,8.0,Open Seat,Extremely Urban,1,1087.77,0.059913500999999994,0.11900000000000001,0.45899999999999996,0.108748913,0.7094821579999999,0,0,0.4686,0.4953
H2008NJ08,House,NJ,08,2008,-42.94,Democrat,Extremely Urban,-12,6061.04,0.14495739300000002,0.066,0.327,0.31354594199999997,0.48797165299999995,0,0,0.5888,0.2849
H2008NJ09,House,NJ,09,2008,-36.49,Democrat,Extremely Urban,-13,6948.55,0.087085411,0.14,0.36200000000000004,0.238200188,0.52860638,0,0,0.5884,0.2782
H2008NJ10,House,NJ,10,2008,-100.0,Democrat,Extremely Urban,-34,9806.94,0.584621072,0.044000000000000004,0.21899999999999997,0.194002852,0.18910672,1,0,0.8206,0.0
H2008NJ11,House,NJ,11,2008,24.83,Republican,Extremely Urban,6,1060.92,0.03434208,0.1,0.495,0.094620571,0.774478058,0,0,0.4203,0.6213
H2008NJ12,House,NJ,12,2008,-27.8,Democrat,Extremely Urban,-8,1022.14,0.121596619,0.14800000000000002,0.47700000000000004,0.075731598,0.662964986,0,0,0.5449,0.3442
H2008NJ13,House,NJ,13,2008,-53.62,Democrat,Extremely Urban,-23,11409.45,0.14605847,0.078,0.28,0.48993125600000004,0.30135181899999997,0,0,0.6895,0.1935
H2008NM01,House,NM,01,2008,-11.3,Open Seat,Extremely Urban,-2,128.57,0.037309378,0.027000000000000003,0.306,0.459191859,0.468629397,0,0,0.5164,0.5021
H2008NM02,House,NM,02,2008,-11.92,Open Seat,Quite Urban,6,8.73,0.026161319,0.012,0.191,0.501170576,0.450011987,0,0,0.4169,0.5942
H2008NM03,House,NM,03,2008,-26.27,Open Seat,,-6,12.86,0.022356513999999997,0.013999999999999999,0.261,0.380346715,0.43956759100000004,0,0,0.5407,0.2542
H2008NV01,House,NV,01,2008,-39.33,Democrat,Extremely Urban,-9,3757.27,0.143358946,0.065,0.17300000000000001,0.352520645,0.446604637,0,0,0.5749,0.3121
